Last Name,First Name,Full Name,Gender,Real Last,Real First,Alternate Names?,Branch,Branch1,Branch2,Branch3,Branch4,Branch5,Branch6,Branch7,Approx Dates in VT,VT Locations,Type of VT Connection,Connection Type Code,Related to,Relationship,Related to,Relationship,Related to,Relationship,Related to,Relationship,Related to,Relationship,Related to,Relationship,Related to,Relationship,Related to,Relationship,Related to,Relationship,Related to,Relationship,Studied With,Studied With,Studied With,Studied With,Studied With,Studied With,Studied With,Studied At,Type,Language,Location,Latitude,Longitude,Studied At,Type,Language ,Location,Latitude,Longitude,Studied At,Type,Language ,Location,Latitude,Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Second Location,Second Latitude,Second Longitude,Third Location,Third Latitude,Third Longitude,Fourth Location,Fourth Latitude,Fourth Longitude,Fifth Location,Fifth Latitude,Fifth Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Second Location,Second Latitude,Second Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role
Mestel,Yankev,Yankev Mestel,m,,,"Jacob Mestel, Jacob Mestl, Jacob Weintraub",Bronx,Bronx,,,,,,,1928,New York,Director,Dir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ensemble Art Theater,Director,Yiddish,New York,40.730929,-73.986157,,,,,,,,,,,,,Freie Jüdische Volksbühne,"Actor, Founder",Yiddish,Vienna,48.189588,16.312573,,,,Frayhayt Dramatishe Studio,Director,Yiddish,New York,40.730929,-73.986157,Irving Place Art Theater,Actor,Yiddish,New York,40.730953,-73.985976,Yiddish Art Theater,"Actor, Dramaturg",Yiddish,New York,40.730929,-73.986157,Artef,Director,Yiddish,New York,40.754274,-73.984866,Nit gedayget!,Director,Yiddish,New York,40.730953,-73.985976,Hebrew Literature Society of Philadelphia,"Actor, Stage Manager",Yiddish,Philadelphia,39.952335,-75.163789,,,,,,,,,,,,,,,,,,,Joseph Buloff,Performed with,Leib Kadison,Performed with,Joseph Green,Performed with,Chaim Shniur,Performed with,Henrik Galeen,Performed with,Ernst Deutsch,Performed with,Osip Dimov,Performed with,Bertha Gersten,Performed with,Reuven Vendorf,Performed with,Pola Valter,Performed with,Moyshe Feder,Performed with,Maurice Schwartz,Performed with,Zvi Scooler,Performed with,Jacob Ben-Ami,Performed with,Avrom Taytlboym,Performed with,Stella Adler,Performed with,Baruch Lumet,Performed with,Luba Kadison,Performed with,Julius Adler,Performed with,Paul Muni,Performed with,Paul Baratoff,Performed with,Boris Aronson,Performed with,Luther Adler,Performed with,Leonid Sniegov,Performed with,Egon Brecher,Performed with,Fela Biro,Director,Boris Aronson,Performed with,Rose Shoshana,Performed with,Ben-Tsiyon Segal,"Teacher, Director",Adolf Bell,Performed with,Itzikl Goldnberg,Performed with,Hanoch Mayer,Performed with,Simkhe Natan,Performed with,Naomi Natan,Performed with,Lea Weintraub-Graf,Performed with,Alexander Granovsky,Performed with,Egon Brecher,Performed with,Wolf Barzel,Performed with,Helen Zelinskaya,Performed with,Lidia Pototska,Performed with,Wolf Zilberberg,Performed with,Boris Auerbach,Performed with,Louis Weisberg,Performed with,Mark Schweid,Performed with,Gustav Schacht,Performed with,,,,,,,,,,,,,,,,,,,,
Mielkin,Kulav,Kulav Mielkin,m,,,,MVT,MVT,,,,,,,192?,EE,Director,Dir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miran,, Miran,m,,,,O,O,,,,,,,1917,Vilna,Actor,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mogel,Hanna,Hanna Mogel,f,,,,MVT,MVT,,,,,,,1925,Romania,Actor,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morevsky,Avrom,Avrom Morevsky,m,,,"Avrom Morevski, Avrom Morewski, Avrom Menaker, A.S. Suborin","MVT, AA",MVT,AA,,,,,,"1919-1922, 1927","EE, WE","Actor ,  Director","A, Dir",,,,,,,,,,,,,,,,,,,,,Boris Glagolin,,,,,,,Alexei Suvorin Dramatic School,Theater school,Russian,St. Petersburg,59.93428,30.335099,,,,,,,,,,,,,Nayer yidisher teater,Director,Yiddish,Riga,56.949649,24.105186,,,,,,,,,,,,,Yiddish Folk Theater,Actor,Yiddish,Vilna,54.687156,25.279651,,,,Unzer teater (Vilna),Actor,Yiddish,Vilna,54.687156,25.279651,Riger yidishn meutim teater,Director,Yiddish,Riga,56.949649,24.105186,Chicago Dramatishe Gezelshaft,Director,Yiddish,Chicago,41.878114,-87.629798,Teater Ambu,Actor,Yiddish,Buenos Aires,-34.603723,-58.381593,Yiddish Art Theater,"Actor, Director",Yiddish,New York,40.730929,-73.986157,Bialystok Yiddish State Theater,Director,Yiddish,Bialystok,53.132489,23.16884,Krokever yidish teater,Director,Yiddish,Krakow,50.064651,19.944981,Polish State Yiddish Theater,Actor,Yiddish,Warsaw,52.229676,21.012229,,,,,,,Maurice Schwartz,Performed with,Klara Segalovitch,Performed with,Yonas Turkow,Performed with,Leon Schiller,Performed with,Władysław Godik,Performed with,Daniel Shapiro,"Performed with, Director",Ester Goldnberg,Performed with,Max Wiskind,Performed with,Shloyme Kon,Performed with,Morits Norvid,Director,Max Wiskind,Artistic Director,Aaron Zeitlin,Performed with,Maurice Schwartz,Performed with,Isaac Samberg,Performed with,Leon Liebgold,Performed with,Lili Liliana,Performed with,Judith Berg,Performed with,Dina Halpern,Performed with,Michał Waszyński,Performed with,Rokhl Holtzer,Performed with,Shimon Dzigan,Performed with,Yisroel Shumacher,Performed with,Khavel Buzgan,Performed with,Khavel Buzgan,Director,Isaac Samberg,Performed with,Henekh Kon,Performed with,Gershon Lemberger,Performed with,Ruth Turkow,Performed with,Ewald André Dupont,Performed with,Ernst Deutsch,Performed with,Alter Kacyzne,Performed with,Moyshe Lipman,Performed with,Johannes Guter,Performed with,Hersh Poznanski,Director,Shabsay Bliakher,Director,Joseph Buloff,Performed with,Mikhl Vaykhert,Performed with,Nokhum Lipovski,Performed with,Alex Stein,Performed with,Yosef Kamen,Performed with,Zygmunt Turkow,Performed with,Ida Kaminska,Performed with,Moyshe Potashinski,Director,Chava Eisen,Performed with,Simkhe Natan,Performed with,Yoyel Bergman,Director,Zalmen Hirshfeld,Performed with,Rivke Gamarska,Director,Daniel Shapiro,Director,Fela Garbarz,"Director, Performed with",Yankev Kurlender,Director,Sasha Lipovski,Director,Nokhum Melnik,Director,Yitskhok Dogim,Performed with,Paul Breitman,Performed with
Morrison,M.,M. Morrison,m,,,M. Morowitz,Stein,Stein,,,,,,,1930,"Vienna, Berlin",Actor,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nachbush,Noah,Noah Nachbush,m,Bushlevitz,Noyekh,Noyekh Nachbush,"O, AA, AmRev, AmRev2, AmRev3",O,AA,AmRev,AmRev2,AmRev3,,,"1915-1925, 1926-1927, 1932-1933, 1936","Vilna, EE, WE, US",Actor,A,Wolf Faynzilber,Uncle,Shmuel Sheftel,Cousin,Sonia Sheftel-Shternfeld,Cousin,,,,,,,,,,,,,,,Peretz Hirschbein,,,,,,,Vilna Yiddish drama club,Amateur club,Yiddish,Vilna,54.687156,25.279651,,,,,,,,,,,,,Yiddish Art Theater,Actor,Yiddish,New York,40.730929,-73.986157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peretz Hirschbein,Performed with,Leah Naomi,Performed with,Maurice Schwartz,Performed with,Luba Kadison,Performed with,Bertha Gersten,Performed with,Zvi Scooler,Performed with,Jacob Ben-Ami,Performed with,Paul Baratoff,Performed with,Reuven Vendorf,Performed with,Charlotte Goldstein Chafran,Performed with,Ida Garber,Performed with,Shloyme Krause,Performed with,Louis Weisberg,Performed with,Alex Chertov,Performed with,Gustav Schacht,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naomi,Leah,Leah Naomi,f,Eisenberg,Leye,"Leye Nomi, Leye Ayzenberg","O, MVT, AA, Bronx, AmRev, AmRev3",O,MVT,AA,Bronx,AmRev,AmRev3,,"1916-1925, 1926-1927, 1928-1930, 1936","Vilna, EE, US",Actor,A,Avrom Eyzenberg,Wife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ester-Rokhl Kaminska Troupe,Actor,,,,,,,,,,,,,,,,,Hirschbein Troupe,Actor,Yiddish,Odessa,46.482526,30.72331,Warsaw,52.229676,21.012229,Fareynikte Trupe,Actor,Yiddish,Warsaw,52.229676,21.012229,Yiddish Art Theater,Actor,Yiddish,New York,40.730929,-73.986157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peretz Hirschbein,Performed with,Edgar G. Ulmer,Performed with,Helen Beverly,Performed with,Jacob Ben-Ami,Performed with,Reuven Vendorf,Performed with,Paul Baratoff,Performed with,Osip Dimov,Performed with,Maurice Schwartz,Performed with,Noah Nachbush,Performed with,Betty Dalska,Performed with,Jacob Ben-Ami,Performed with,Peretz Hirschbein,Performed with,Ester-Rokhl Kaminska,Performed with,Ida Garber,Performed with,A.Y. Kaminski,Performed with,Nokhum Lipovski,Performed with,Ester Neroslavska,Performed with,Jerome Robbins,Performed with,Fela Biro,Performed with,Isaac Samberg,Performed with,Dovid Tselmayster,Performed with,Reuven Vendorf,Performed with,Helen Zelinskaya,Performed with,Charlotte Goldstein Chafran,Performed with,Ida Garber,Performed with,Shloyme Krause,Performed with,Benjamin Fishbein,Performed with,Louis Weisberg,Performed with,Alex Chertov,Performed with,Natan Gaiptman,Performed with,Slava Estrin,Performed with,Gustav Schacht,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Narefko,, Narefko,m,,,,MVT,MVT,,,,,,,1927-1928,EE,Actor,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Narepkin,I.,I. Narepkin,m,,,Narepki,MVT,MVT,,,,,,,1927-1928,Warsaw,Actor,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natan,Naomi,Naomi Natan,f,,,Naomi Levental,MVT,MVT,,,,,,,"1925-1926, 1927-1930","EE, Poland, Romania, Transylvania",Actor,A,Simkhe Natan,Wife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Freie Jüdische Volksbühne,Actor,Yiddish,Vienna,48.189588,16.312573,,,,,,,,,,,,,Fareynikte trupe,Actor,Yiddish,Warsaw,52.229676,21.012229,,,,VYKT,Actor,Yiddish,Warsaw,52.229676,21.012229,Lemberg melukhe teater,Actor,Yiddish,Lviv,49.839683,24.029717,"Yiddish folks theater, Lviv",Actor,Yiddish,Lviv,49.839683,24.029717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Simkhe Natan,Performed with,Israel Kamay,Performed with,Misha Fishzon,Performed with,Zygmunt Turkow,Performed with,Isaac Deutsch,Performed with,Lea Weintraub-Graf,Performed with,Klara Meisels,Performed with,Khavel Buzgan,Performed with,Rivka Shiller,Performed with,Liza Schlossberg,Performed with,Yankev Kurlender,Performed with,Yankev Mestel,Performed with,Lea Weintraub-Graf,Performed with,Adolf Bell,Performed with,Itzikl Goldnberg,Performed with,Hanoch Mayer,Performed with,Dovid Tselmayster,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natan,Simkhe,Simkhe Natan,m,,,Simon Natan,MVT,MVT,,,,,,,"1925-1926, 1927-1930","EE, Poland, Romania, Transylvania",Actor,A,Naomi Natan,Husband,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Freie Jüdische Volksbühne,Actor,Yiddish,Vienna,48.189588,16.312573,,,,,,,,,,,,,Sziraim,Actor,Yiddish,Wrocław,51.107885,17.038538,,,,VYKT,Actor,Yiddish,Warsaw,52.229676,21.012229,Lemberg melukhe teater,Director,Yiddish,Lviv,49.839683,24.029717,"Yiddish folks theater, Lviv",Actor,Yiddish,Lviv,49.839683,24.029717,Johannesburg Dramatic Studio,Founder,Yiddish,Johannesburg,-26.204103,28.047305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Molly Picon,Performed with,Joseph Green,Performed with,Leon Liebgold,Performed with,Jacob Kalich,Performed with,Fela Garbarz,Performed with,Shimon Dzigan,Performed with,Yisroel Shumacher,Performed with,Ruth Turkow,Performed with,Henekh Kon,Performed with,Zygmunt Turkow,Performed with,Ruth Taru,Performed with,Yankev Reynglas,Performed with,Jacob Waislitz,"Co-Founder, Performed with",Yosef Kamen,Performed with,Naomi Natan,Performed with,Israel Kamay,Performed with,Misha Fishzon,Performed with,Avrom Morevsky,Performed with,Alex Stein,Performed with,Yosef Kamen,Performed with,Joseph Buloff,Performed with,Egon Brecher,Performed with,Mina Deutsch,Performed with,Klara Meisels,Performed with,Ben-Tsiyon Segal,Performed with,Isaac Deutsch,Performed with,Lea Weintraub-Graf,Performed with,Paul Breitman,Performed with,Khavel Buzgan,Performed with,Rivka Shiller,Performed with,Liza Schlossberg,Performed with,Yankev Kurlender,Performed with,Yankev Mestel,Performed with,Adolf Bell,Performed with,Itzikl Goldnberg,Performed with,Hanoch Mayer,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neroslavska,Ester,Ester Neroslavska,f,,,"Esther Neraslavska, Nadia Neroslavskaya, Vera Niraslovaska, Esther Neroslavsky","AA, Bronx",AA,Bronx,,,,,,"1924, 1929-1930",US,Actor,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yiddish Art Theater,Actor,Yiddish,New York,40.730929,-73.986157,,,,,,,,,,,,,Krolevska Theater,Actor,Yiddish,Warsaw,52.229676,21.012229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Misha Fishzon,Performed with,A.Y. Kaminski,Performed with,Boris Thomashefsky,Performed with,Maurice Schwartz,Performed with,Celia Adler,Performed with,Julius Adler,Performed with,Jerome Robbins,Performed with,Leah Naomi,Performed with,Helen Beverly,Performed with,Zvi Scooler,Performed with,Reuven Vendorf,Performed with,Avrom Taytlboym,Performed with,Fela Biro,Performed with,Leo Fuchs,Performed with,Moyshe Feder,Performed with,Bertha Gersten,Performed with,Miriam Kressyn,Performed with,Leola Vendorf,Performed with,Molly Pickus,Performed with,Fela Biro,Performed with,Luba Kadison,Performed with,Jacob Ben-Ami,Performed with,Paul Baratoff,Performed with,Isaac Schlossberg,Performed with,Leyzer Zhelazo,Performed with,Mark Arnshteyn,Performed with,Leyzer Zhelazo,Performed with,Shloyme Krause,Performed with,Zina Rapel,Performed with,Ester-Rokhl Kaminska,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norvid,Morits,Morits Norvid,m,Trefler,,"Morris Norwid, N. Lenin","O, MVT, AA",O,MVT,AA,,,,,1917-1920,"EE, WE",Actor,A,,,,,,,,,,,,,,,,,,,,,Dovid Herman,,,,,,,Yidishe dramatishe shul,Theater school,Yiddish,Warsaw,52.229676,21.012229,Hazomir,Amateur club,Yiddish,Warsaw,52.229676,21.012229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Avrom Morevsky,Artistic Director,Max Wiskind,Artistic Director,Alexander Granovsky,Performed with,Zygmunt Turkow,Performed with,Yonas Turkow,Performed with,Yankev Shidlo,Performed with,Henrik Tarlo,Performed with,Dovid Herman,Performed with,Baruch Lumet,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olbert,M.,M. Olbert,m,,,,MVT,MVT,,,,,,,1928,Warsaw,Musical Director,Mus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bialystok State Yiddish Theater,Artistic Director,Yiddish,Bialystok,53.132489,23.16884,,,,,,,,,,,,,GOSET,Actor,Yiddish,Moscow,55.755826,37.617301,,,,Hazomir,Actor,Yiddish,Warsaw,52.229676,21.012229,Naye yidishe teater,Actor,Yiddish,Warsaw,52.229676,21.012229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orleska,Miriam,Miriam Orleska,f,Altuski,,,MVT,MVT,,,,,,,1919-1935,"EE, WE",Actor,A,,,,,,,,,,,,,,,,,,,,,Alexander Zelwerowicz,Dovid Herman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dovid Herman,Performed with,Luba Kadison,Teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orshanska,B.,B. Orshanska,f,,,,AA,AA,,,,,,,1919,Vilna,Actor,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orzevskaya,Ester,Ester Orzevskaya,f,,,"Esther Orzevskaya, Esther Sniegov",MVT,MVT,,,,,,,1919-1920,"Bialystok, EE",Actor,A,Leonid Sniegov,Wife,,,,,,,,,,,,,,,,,,,,,,,,,,Lysenko Music and Drama School,Theater school,Russian,Kiev,50.4501,30.5234,,,,,,,,,,,,,Yiddish Art Theater,Actor,Yiddish,New York,40.730929,-73.986157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leonid Sniegov,Performed with,Maurice Schwartz,Performed with,Paul Baratoff,Performed with,Bertha Gersten,Performed with,Julius Adler,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perl,Yosef,Yosef Perl,m,,,,MVT,MVT,,,,,,,1918 - 192?,"Warsaw, EE",Actor,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pickus,Molly,Molly Pickus,m,Pickus,Mania,"Mania Shlossberg, Molly Madko",Stein,Stein,,,,,,,193?,Berlin,Actor,A,Isaac Schlossberg,Daughter,Liza Schlossberg,Sister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yiddish Art Theater,Actor,Yiddish,New York,40.730929,-73.986157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maurice Schwartz,Performed with,Paul Baratoff,Performed with,Jacob Ben-Ami,Performed with,Fela Biro,Performed with,Bertha Gersten,Performed with,Luba Kadison,Performed with,Ester Neroslavska,Performed with,Zvi Scooler,Performed with,Avrom Taytlboym,Performed with,Reuven Vendorf,Performed with,Leola Vendorf,Performed with,Jenny Goldstein,Performed with,A.Y. Kaminski,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Posner,Meyer,Meyer Posner,m,,,,Bronx,Bronx,,,,,,,1930,New York,Composer,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yiddish Art Theater,Composer,Yiddish,New York,40.730929,-73.986157,,,,,,,,,,,,,Irving Place Art Theater,Composer,Yiddish,New York,40.718289,-73.991127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maurice Schwartz,Composer,Jacob Ben-Ami,Composer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potashinski,Moyshe,Moyshe Potashinski,m,,,,"MVT, Belgium, Stein",MVT,Belgium,Stein,,,,,"1927, 1929, 1931-1932, 1933","EE, Belgium, WE",Actor,A,Mila Waislitz,Husband,Jacob Waislitz,Son-in-law,Yocheved Waislitz,Son-in-law,,,,,,,,,,,,,,,Mikhl Vaykhert,Dovid Herman,Alexander Zelwerowicz,Zygmunt Turkow,Władysław Godik,,,Yidishe dramatishe shul,Theater school,Yiddish,Warsaw,52.229676,21.012229,,,,,,,,,,,,,Sambatyon,Actor,Yiddish,Vilna,54.687156,25.279651,,,,,,,,,,,,,Ararat,Actor,Yiddish,Lodz,51.759248,19.455983,,,,Azazel,Actor,Yiddish,Warsaw,52.229676,21.012229,Krokever Yidish Teater,Actor,Yiddish,Krakow,50.064651,19.944981,Khalyastre,Founder,Yiddish,Warsaw,52.229676,21.012229,Dovid Herman Theater,Actor,Yiddish,Melbourne,-37.814107,144.963281,"Yiddish Folks Theater, Brussels",Founder,Yiddish,Brussels,50.850341,4.351711,,,,,,,,,,,,,,,,,,,,,,,,,Dovid Herman,Performed with,Mila Waislitz,Performed with,Jacob Waislitz,Performed with,Moyshe Broderzon,Performed with,Avrom Morevsky,Performed with,Henekh Kon,Performed with,Yocheved Waislitz,Performed with,Falie Goldhirsh,Performed with,Tea Artsishevska,Performed with,Miriam Lipska-Mansdorf,Performed with,Lidia Pototska,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
